id,link,title,content,screenshot_path,publish_time
360,https://ct.anqing.gov.cn/xxfb/tzgg/2003298641.html,安庆博物馆2022年度一般公共预算财政拨款“三公”经费决算支出公开,,,
361,https://ct.anqing.gov.cn/xxfb/tzgg/2003298631.html,安庆市世太史第管理处2022年度单位一般公共预算财政拨款“三公”经费支出决算公开,,,
362,https://ct.anqing.gov.cn/xxfb/fzxc/2003075371.html,安庆市文化和旅游局参加全市依法行政业务技能竞赛喜获佳绩,,,
363,https://ct.anqing.gov.cn/xxfb/fzxc/2002975101.html,关于2023年度安庆市文化市场综合行政执法人员资格认证法律知识考试通过情况的公示,,,
364,https://ct.anqing.gov.cn/xxfb/fzxc/2002534761.html,安庆市文化和旅游局2022年度法治政府建设的报告,,,
365,https://ct.anqing.gov.cn/xxfb/fzxc/2002406451.html,《反间谍法》颁布实施8周年,,,
366,https://ct.anqing.gov.cn/xxfb/fzxc/2002406391.html,《反间谍法》颁布实施8周年！一起来了解吧,,,
367,https://ct.anqing.gov.cn/xxfb/fzxc/2003231401.html,安庆市文旅局组织开展网上旁听庭审活动,,,
368,https://ct.anqing.gov.cn/xxfb/fzxc/2003231591.html,网站侵犯著作权案获刑以案释法,,,
373,https://www.anqing.gov.cn/site/tpl/2000001371?id=16225521,关于安庆市非遗戏曲文化黄梅戏继承创新发展,,,
377,https://www.anqing.gov.cn/site/tpl/2000001371?id=12775871,2010-2015年安庆市A级景区数量,,,
378,https://ct.anqing.gov.cn/content/article/2003227201,关于征询社会公众对《安庆市民宿高质量发展条例（草案征求意见稿）》意见的公告,,,
379,https://ct.anqing.gov.cn/content/article/2002225961,关于《安庆市黄梅戏保护传承条例实施办法（征求意见稿）》公开征求意见的公告,,,
380,https://ct.anqing.gov.cn/content/article/2001649371,您对2022年安庆“十一”黄梅戏展演周有何好的意见建议？,,,
381,https://ct.anqing.gov.cn/content/article/2000864441,您对第九届艺术节有什么意见？,,,
382,https://ct.anqing.gov.cn/content/article/91419956,关于征求加快实施长三角一体化发展行动方案工作要点的通知,,,
383,https://ct.anqing.gov.cn/content/article/83246138,关于做好调整安庆市旅游工作指导委员会成员准备的通知,,,
384,https://ct.anqing.gov.cn/content/article/60049178,关于《安庆市黄梅戏保护传承条例（征求意见稿）》公开征求意见的公告,,,
390,https://www.12377.cn/,违法和不良信息举报中心,,,
395,https://ct.anqing.gov.cn/public/4018437/2006197051.html,2022年度政府网站工作年度报表,,,
399,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104336935.html,滁州市举办全市导游培训班,,,
400,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104332363.html,滁州市召开中秋国庆假期文旅市场安全稳定工作电视电话会议,,,
401,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104331773.html,农歌会系列活动之——皖美好戏•安徽省农村现实题材戏剧展演成功举办,,,
402,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104331771.html,大地情深·全国群星奖优秀作品交流展演在滁成功举办,,,
403,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104331483.html,2023年南京都市圈文化和旅游专委会工作会议成功召开,,,
404,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104337414.html,滁州市深入开展非法卫星地面接收设施集中整治行动,,,
405,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104336784.html,滁州市、上海市杨浦区文化执法系统首次开展业务交流暨综合执法合作协议签订仪式,,,
406,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104335413.html,“书香进集市文化惠民生”2023年滁州市文化集市圆满结束,,,
407,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104333963.html,“书香进集市 文化惠民生” 2023年滁州市文化集市活动启动,,,
408,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104333831.html,滁州市2县入选第二批省级全域旅游示范区,,,
409,https://ct.chuzhou.gov.cn/xxfb/gzdt/1104332651.html,金力督查中秋国庆文化旅游市场安全工作,,,
410,https://ct.chuzhou.gov.cn/xxfb/xqdt/1104336944.html,明光市深推农旅融合助力乡村振兴,,,
411,https://ct.chuzhou.gov.cn/xxfb/xqdt/1104335436.html,明光市：优化乡村旅游产业链布局,,,
412,https://ct.chuzhou.gov.cn/xxfb/xqdt/1104333919.html,明光市：加强文旅公共服务  促进文旅高质量发展,,,
413,https://ct.chuzhou.gov.cn/xxfb/xqdt/1104332342.html,明光市：文旅融合唱响旅游节庆经济,,,
414,https://ct.chuzhou.gov.cn/xxfb/xqdt/1104332117.html,南谯区严把“四关”守牢假日文旅行业安全防线,,,
415,https://ct.chuzhou.gov.cn/xxfb/xqdt/1104331489.html,明光市：精准深化农村演艺市场移风易俗综合治理,,,
416,https://ct.chuzhou.gov.cn/xxfb/xqdt/1104328220.html,明光市：多部门联合开展文旅行业燃气燃料安全专项检查,,,
417,https://ct.chuzhou.gov.cn/xxfb/szyw/1104337294.html,习近平在北京河北考察灾后恢复重建工作时强调 再接再厉抓好灾后恢复重建 确保广大人民群众安居乐业温暖过冬,,,
418,https://ct.chuzhou.gov.cn/xxfb/szyw/1104336975.html,事关知识产权，发布会权威消息,,,
419,https://ct.chuzhou.gov.cn/xxfb/szyw/1104336831.html,习近平主持召开中央全面深化改革委员会第三次会议强调 全面推进美丽中国建设 健全自然垄断环节监管体制机制,,,
420,https://ct.chuzhou.gov.cn/xxfb/szyw/1104336570.html,李强主持召开国务院常务会议 研究推动稀土产业高质量发展有关工作 讨论《中华人民共和国国境卫生检疫法（修订草案）》 审议通过《中华人民共和国专利法实施细则（修正草案）》,,,
421,https://ct.chuzhou.gov.cn/xxfb/szyw/1104336100.html,中央金融工作会议在北京举行,,,
422,https://ct.chuzhou.gov.cn/xxfb/szyw/1104335505.html,习近平在中共中央政治局第九次集体学习时强调 铸牢中华民族共同体意识 推进新时代党的民族工作高质量发展,,,
423,https://ct.chuzhou.gov.cn/xxfb/szyw/1104335457.html,习近平主持中央政治局会议 审议《关于进一步推动新时代东北全面振兴取得新突破若干政策措施的意见》,,,
424,https://ct.chuzhou.gov.cn/xxfb/mtbd/1104334559.html,【滁州日报】滁州市参加第十四届皖江八市群艺（民歌）大赛喜获佳绩,,,
425,https://ct.chuzhou.gov.cn/xxfb/mtbd/1104333381.html,【滁州日报】“匠心独韵·长三角非遗展”在滁举办,,,
426,https://ct.chuzhou.gov.cn/xxfb/mtbd/1104332476.html,【国家文旅部网站】全国群星奖优秀作品交流展演在滁州市举办,,,
427,https://ct.chuzhou.gov.cn/xxfb/mtbd/1104331982.html,【滁州日报】“大地情深·全国群星奖优秀作品交流展演”在滁举办,,,
428,https://ct.chuzhou.gov.cn/xxfb/mtbd/1104331978.html,【安徽日报】全国群星奖优秀作品交流展演在滁举办,,,
429,https://ct.chuzhou.gov.cn/xxfb/mtbd/1104325893.html,【安徽省广播电视局网站】省广电局召开全省非法卫地设施整治培训暨整治工作联席会议,,,
430,https://ct.chuzhou.gov.cn/xxfb/mtbd/1104318999.html,【滁州日报】从“心”出发的“漆”彩,,,
432,https://ct.chuzhou.gov.cn/xxfb/tzgg/1104337409.html,天长市天翼旅游有限公司《旅行社业务经营许可证》变更公告,,,
433,https://ct.chuzhou.gov.cn/xxfb/tzgg/1104337252.html,首届滁州市阳明文化活动周灯光氛围营造服务采购项目（二次）成交公示,,,
434,https://ct.chuzhou.gov.cn/xxfb/tzgg/1104337139.html,2023年“送戏进万村”最佳组织单位和最佳演出院团拟推荐名单公示,,,
435,https://ct.chuzhou.gov.cn/xxfb/tzgg/1104336939.html,首届滁州市阳明文化活动周灯光氛围营造服务采购项目（二次）询价公告信息,,,
436,https://ct.chuzhou.gov.cn/xxfb/tzgg/1104336936.html,首届滁州市阳明文化活动周灯光氛围营造服务采购项目流标公告,,,
437,https://ct.chuzhou.gov.cn/xxfb/tzgg/1104336814.html,滁州市2024年小戏创作孵化剧本征集公告,,,
438,https://ct.chuzhou.gov.cn/group4/M00/08/C8/CpYIZmIlXRGAKandABgwuThI140344.pdf,江淮分水岭风景道 · 滁州江淮岭脊线（全景）旅游导览图,,,
440,https://ct.chuzhou.gov.cn/group4/M00/03/5E/CpYIV1-otciATvywAACEALP4bHY354.doc,滁州市文旅局滁州市文化和旅游局差旅费报销单,,,
441,https://ct.chuzhou.gov.cn/group4/M00/03/5E/CpYIV1-otamAMSRPAABwALV0b9E147.doc,滁州市文旅局一般性采购计划申请表,,,
442,https://ct.chuzhou.gov.cn/group4/M00/03/5E/CpYIV1-otVyAbPGZAABWAHGuRvU292.doc,滁州市文旅局重大事项申请审批表,,,
448,https://www.chuzhou.gov.cn/zxzx/jryw/1111058799.html,我市组团参加二0二三安徽秸秆暨畜禽养殖废弃物综合利用产业博览会,,,
449,https://www.chuzhou.gov.cn/zxzx/jryw/1111058797.html,市第三次归侨侨眷代表大会隆重召开,,,
450,https://www.chuzhou.gov.cn/zxzx/jryw/1111058784.html,汪建中在全市新能源电池产业链专题推进会上强调,,,
451,https://www.chuzhou.gov.cn/zxzx/jryw/1111058775.html,学青会女子轮滑球滁州队获全国第二,,,
452,https://www.chuzhou.gov.cn/zxzx/jryw/1111058778.html,学青会男子手球滁州队杀进全国四强,,,
453,https://www.chuzhou.gov.cn/public/2681527/1111027328.html,关于举办滁州市第十一届“民生杯”乡镇综合文化站文艺调演暨全市群众性文艺节目展演的通知,,,
454,https://www.chuzhou.gov.cn/public/2681527/1111042805.html,关于公布第五批滁州市非物质文化遗产项目代表性传承人的通知,,,
455,https://www.chuzhou.gov.cn/public/2681527/1110549748.html,关于推荐第五批滁州市非物质文化遗产项目代表性传承人的通知,,,
456,https://www.chuzhou.gov.cn/public/2681527/1110521952.html,关于印发《滁州市文化和旅游局2023年工作要点》的通知,,,
457,https://www.chuzhou.gov.cn/public/2681527/1110418039.html,关于举办2022年“皖美好味道·百县名小吃”滁州旅游美食大赛的通知,,,
458,https://www.chuzhou.gov.cn/public/2681527/1110415029.html,关于印发《滁州市“15分钟阅读圈”建设实施方案》的通知,,,
459,https://www.chuzhou.gov.cn/public/2681527/1109970293.html,关于印发《滁州市“十四五”文化旅游发展规划》的通知,,,
460,https://www.chuzhou.gov.cn/public/2681527/1109857370.html,关于印发《2021年滁州市“戏曲进校园”活动实施方案》的通知,,,
461,https://www.chuzhou.gov.cn/public/2681527/1109857390.html,关于印发《2021年滁州市文化惠民工程实施办法》的通知,,,
462,https://www.chuzhou.gov.cn/public/2681527/1111045954.html,关于负责人解读开展情况的说明,,,
463,https://www.chuzhou.gov.cn/public/2681527/1111044818.html,关于部门解读开展情况的说明,,,
464,https://www.chuzhou.gov.cn/public/2681527/1110696210.html,滁州市文化和旅游局政风行风热线20230530,,,
465,https://www.chuzhou.gov.cn/public/2681527/1110487555.html,关于《滁州市自驾游招徕专项奖励办法》的政策解读,,,
466,https://www.chuzhou.gov.cn/public/2681527/1110462055.html,滁州市文化和旅游局政风行风热线20220928,,,
467,https://www.chuzhou.gov.cn/public/2681527/1110583917.html,关于《滁州市非物质文化遗产保护专项资金管理办法》的解读说明,,,
468,https://www.chuzhou.gov.cn/public/2681527/1110117457.html,滁州市文化和旅游局政风行风热线20220530,,,
469,https://www.chuzhou.gov.cn/public/2681527/1109474997.html,关于《滁州市民营艺术院团舞台艺术创作孵化及展评奖补办法》的解读说明,,,
470,https://www.chuzhou.gov.cn/public/2681527/1109970304.html,《滁州市“十四五”文化旅游发展规划》编制说明,,,
471,https://www.chuzhou.gov.cn/public/2681527/1110467648.html,市文化和旅游局政府网站工作年度报表（2022年度）,,,
472,https://www.chuzhou.gov.cn/public/2681527/1110004804.html,市文化和旅游局政府网站工作年度报表（2021年度）,,,
473,https://www.chuzhou.gov.cn/public/2681527/1109724667.html,市文化和旅游局政府网站工作年度报表（2020年度）,,,
474,https://www.chuzhou.gov.cn/public/2681527/562113383.html,市文化和旅游局政府网站工作年度报表（2019年度）,,,
475,https://www.chuzhou.gov.cn/public/2681527/513063181.html,市文化市场综合执法支队政府网站工作年度报表（2018年度）,,,
476,https://www.chuzhou.gov.cn/public/2681527/513063377.html,市旅游局政府网站工作年度报表（2018年度）,,,
477,https://www.chuzhou.gov.cn/public/2681527/513063677.html,市文化广电新闻出版局政府网站工作年度报表（2018年度）,,,
478,https://www.chuzhou.gov.cn/public/2681527/513063003.html,市文化广电新闻出版局政府网站工作年度报表（2017年度）,,,
479,https://www.chuzhou.gov.cn/public/2681527/513050795.html,市旅游局政府网站工作年度报表（2017年度）,,,
480,https://www.chuzhou.gov.cn/public/2681527/1110515341.html,滁州市文化馆2023年预算公开,,,
481,https://www.chuzhou.gov.cn/public/2681527/1110515344.html,滁州市文化市场综合执法支队2023年预算公开,,,
482,https://www.chuzhou.gov.cn/public/2681527/1110515347.html,滁州市图书馆2023年预算公开,,,
483,https://www.chuzhou.gov.cn/public/2681527/1110515350.html,滁州市博物馆2023年预算公开,,,
484,https://www.chuzhou.gov.cn/public/2681527/1110515353.html,滁州市文化和旅游局2023年本级预算公开,,,
485,https://www.chuzhou.gov.cn/public/2681527/1110491443.html,滁州市文化和旅游局2023年部门预算公开,,,
486,https://www.chuzhou.gov.cn/public/2681527/1110032410.html,滁州市文化市场综合执法支队2022年预算,,,
487,https://www.chuzhou.gov.cn/public/2681527/1110032408.html,滁州市文化馆2022年预算,,,
488,https://www.chuzhou.gov.cn/public/2681527/1110032407.html,滁州市图书馆（市少年儿童图书馆）2022年预算,,,
489,https://www.chuzhou.gov.cn/public/2681527/1111007016.html,滁州市图书馆2022年度决算公开,,,
490,https://www.chuzhou.gov.cn/public/2681527/1111007008.html,滁州市博物馆2022年决算公开,,,
491,https://www.chuzhou.gov.cn/public/2681527/1111007003.html,滁州市文化市场综合执法支队2022年决算公开,,,
492,https://www.chuzhou.gov.cn/public/2681527/1111006991.html,滁州市文化馆2022年决算公开,,,
493,https://www.chuzhou.gov.cn/public/2681527/1111006985.html,滁州市文化和旅游局（本级）2022年度单位决算公开,,,
494,https://www.chuzhou.gov.cn/public/2681527/1110977089.html,滁州市文化和旅游局2022年度部门决算公开情况,,,
495,https://www.chuzhou.gov.cn/public/2681527/1110279983.html,滁州市文化市场综合执法支队2021年度决算情况,,,
496,https://www.chuzhou.gov.cn/public/2681527/1110279986.html,滁州市文化和旅游局2021年度本级决算情况,,,
497,https://www.chuzhou.gov.cn/public/2681527/1110279989.html,滁州市博物馆2021年度决算公开情况,,,
498,https://www.chuzhou.gov.cn/public/2681527/1111007073.html,滁州市文化和旅游局（本级）2022年度一般公共预算财政拨款“三公”经费支出决算,,,
499,https://www.chuzhou.gov.cn/public/2681527/1111007043.html,滁州市文化市场综合执法支队2022年决算三公经费情况,,,
500,https://www.chuzhou.gov.cn/public/2681527/1111007042.html,滁州市博物馆2022年度三公经费决算公开情况,,,
501,https://www.chuzhou.gov.cn/public/2681527/1111007041.html,滁州市图书馆2022年度一般公共财政拨款“三公”经费支出决算情况,,,
502,https://www.chuzhou.gov.cn/public/2681527/1111007023.html,滁州市文化馆2022年度“三公”经费决算公开,,,
503,https://www.chuzhou.gov.cn/public/2681527/1110977086.html,滁州市文化和旅游局2022年度一般公共预算财政拨款“三公”经费支出决算情况,,,
504,https://www.chuzhou.gov.cn/public/2681527/1110515278.html,滁州市文化市场综合执法支队2023年“三公”经费预算公开,,,
505,https://www.chuzhou.gov.cn/public/2681527/1110515281.html,滁州市文化馆2023年“三公”经费预算,,,
506,https://www.chuzhou.gov.cn/public/2681527/1110515284.html,滁州市图书馆2023年“三公”经费预算公开,,,
517,https://www.chuzhou.gov.cn/site/tpl/161747412?id=1711564708346867713&handle_unit_name=%E5%B8%82%E6%96%87%E5%8C%96%E5%92%8C%E6%97%85%E6%B8%B8%E5%B1%80,邀请音乐诗人李健来滁州开演唱会,,,
519,https://www.chuzhou.gov.cn/site/tpl/161747412?id=313&handle_unit_name=%E5%B8%82%E6%96%87%E5%8C%96%E5%92%8C%E6%97%85%E6%B8%B8%E5%B1%80,请问社会保障卡能否代替读者证作为身份凭证借阅图书？,,,
520,https://www.chuzhou.gov.cn/site/tpl/161747412?id=305&handle_unit_name=%E5%B8%82%E6%96%87%E5%8C%96%E5%92%8C%E6%97%85%E6%B8%B8%E5%B1%80,滁州市区城市阅读空间地址在哪？,,,
523,https://www.chuzhou.gov.cn/public/2681527/1111044413.html,关于未开展意见征集的说明,,,
524,https://www.chuzhou.gov.cn/public/2681527/1110502853.html,关于《滁州市自驾游招徕专项奖励办法（修订草案）》的意见采纳情况,,,
525,https://www.chuzhou.gov.cn/public/2681527/1110502837.html,关于再次征求《滁州市自驾游招徕专项奖励办法（修订草案）》意见建议的函,,,
526,https://www.chuzhou.gov.cn/public/2681527/1110502831.html,关于征求《滁州市自驾游招徕专项奖励办法（修订草案）》意见建议的函,,,
528,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104337121.html,滁州市图书馆开展“119全国消防安全日”知识宣传进社区,,,
529,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104336942.html,滁州市图书馆联合滁州市中西医结合医院开展“中医中药润书香”健康知识讲座——秋冬季中医养生保健,,,
530,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104336811.html,滁州市文化馆汉文化研学社“四时雅事”学堂（第二期）正式开课,,,
531,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104336551.html,滁州市图书馆开展滁图小创客之太阳能直升飞机,,,
532,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104335446.html,滁州市文化和旅游局“信易阅”案例获评2023年度安徽省信用惠民便企应用场景优秀案例,,,
533,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104335418.html,滁州阅读空间六一书苑开展“非遗文化在六一”之皮影戏活动,,,
534,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104335415.html,滁州阅读空间六一书苑开展“六一研学馆”系列之金石宋韵——非遗篆刻活动,,,
535,https://ct.chuzhou.gov.cn/xxfb/whly/ggwh/1104335410.html,滁州阅读空间六一书苑开展走进非遗之中国书法活动,,,
536,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104335882.html,世界勤俭日——“节”尽所能·变废为宝,,,
537,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104334729.html,二十四节气里的滁州文物——“跟着古人过霜降”,,,
538,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104334716.html,“文博敬老·幸福重阳”——我们的节日之重阳节活动,,,
539,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104334715.html,滁博之声——“聆听滁博之声·感悟醉美亭城”青少年宣讲队志愿服务活动,,,
540,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104333920.html,世界粮食日——“不负‘食’光 拒绝浪费”活动,,,
541,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104332873.html,话中秋·庆国庆 系列活动七——二十四节气里的滁州文物“跟着古人过寒露”,,,
542,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104332820.html,话中秋·庆国庆 系列活动六——“文博中国·智慧探宝”国庆节博物馆寻宝探宝活动,,,
543,https://ct.chuzhou.gov.cn/xxfb/whly/wwbw/1104332829.html,话中秋·庆国庆 系列活动五——“古诗三万里”万国来朝儿童剧本杀活动,,,
544,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104335441.html,安徽省图书馆莅临滁图调研指导,,,
545,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104332737.html,市图书馆联合党支部召开第二批主题教育部署会、举办首期主题教育读书班,,,
546,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104331356.html,市文旅局组织观看爱国主义影片《单声》,,,
547,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104330295.html,滁州市文化馆党支部召开第三季度党课学习会议,,,
548,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104328330.html,市文旅局扎实开展廉政风险排查防控工作,,,
549,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104326676.html,市文旅局召开党组理论中心组学习会,,,
550,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104317207.html,庆“七一” 忆初心 强党性 建新功,,,
551,https://ct.chuzhou.gov.cn/xxfb/whly/djgz/1104315513.html,市文旅局2023年上半年全面从严治党专题会议召开,,,
552,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/zfdt/1104336024.html,滁州市开展旅行社专项执法检查行动,,,
553,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/djgz/1104335242.html,市文化执法支队深入学习贯彻习近平总书记对宣传思想文化工作重要指示和全国宣传思想文化工作会议精神,,,
554,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/djgz/1104335236.html,市文化执法支队支队党支部开展“党支部书记讲专题党课”活动,,,
555,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/djgz/1104335235.html,市文化执法支队开展新一轮“三个以案”警示教育,,,
556,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/zfdt/1104332798.html,滁州市开展中秋国庆假日旅游用车联合执法检查,,,
557,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/zfdt/1104332747.html,市文化执法支队开展中秋、国庆节前文化市场安全生产专项检查行动,,,
558,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/djgz/1104333095.html,市文化执法支队2023年中秋、国庆节前廉政提醒,,,
559,https://ct.chuzhou.gov.cn/xxfb/whsczhzf/djgz/1104333094.html,市文化执法支队党支部召开第三季度党员大会,,,
588,https://ct.wuhu.gov.cn/xwzx/bmyw/8464713.html,对标沪苏浙  争当排头兵——市文旅局迅速兴起“大学习、大讨论、大调研”活动热潮,,,
589,https://ct.wuhu.gov.cn/xwzx/bmyw/8521617.html,2023年安徽动漫训练营在芜湖举办,,,
590,https://ct.wuhu.gov.cn/xwzx/bmyw/8521057.html,芜湖市文旅产业高质量发展专题培训班圆满结束,,,
591,https://ct.wuhu.gov.cn/xwzx/bmyw/8520085.html,2023年“江淮读书月”启动仪式暨“长江读书节第四届讲书人大赛总决赛”在芜湖举行,,,
592,https://ct.wuhu.gov.cn/xwzx/bmyw/8519090.html,锚定目标、蓄势赋能——全市文旅产业高质量发展专题培训班正式开班,,,
593,https://ct.wuhu.gov.cn/xwzx/bmyw/8517466.html,国家京剧院青年团《红色经典演唱会》在芜上演,,,
594,https://mp.weixin.qq.com/s?__biz=MzA5MDgzNjA4NA==&mid=2652702677&idx=1&sn=c0cc02b805ef11c924b4c489f5fbc40e&chksm=8bec3acebc9bb3d8c9d87d59ca72990629bec34711a01d8e3cd94d05e042450136d5f36d6082&mpshare=1&scene=1&srcid=1109UhFLVhXjRnKmkSFjwrJY&sharer_shareinfo=a6408eb31b168c9a54d8b3d361b5b734&sharer_shareinfo_first=a6408eb31b168c9a54d8b3d361b5b734#rd,第十三届安徽国际文化旅游节等系列活动开幕在即！,,,
595,https://ct.wuhu.gov.cn/xwzx/bmyw/8538761.html,坚持以习近平文化思想为引领 开创新时代宣传思想文化工作新局面,,,
596,https://ct.wuhu.gov.cn/xwzx/bmyw/8538763.html,市文旅局：“文化+音乐”锻造文旅新IP,,,
597,https://ct.wuhu.gov.cn/xwzx/bmyw/8538768.html,市文旅局：举办系列品牌活动增强城市文化软实力,,,
598,https://ct.wuhu.gov.cn/xwzx/bmyw/8538760.html,中共文化和旅游部党组：奋力推动文化和旅游高质量发展,,,
599,https://ct.wuhu.gov.cn/xwzx/bmyw/8536482.html,“大江升明月·戏曲百花开”第十届芜湖市新创剧目展演举办,,,
600,https://ct.wuhu.gov.cn/xwzx/bmyw/8536481.html,“美美的芜湖 亲亲的家”第十五届芜湖市社区文艺展演举办,,,
601,https://ct.wuhu.gov.cn/xwzx/zsdw/8539604.html,市博物馆：开展消防安全知识培训及演练,,,
602,https://ct.wuhu.gov.cn/xwzx/zsdw/8538607.html,市文化市场综合执法支队：开展旅游市场秩序整治“百日行动”取得实效,,,
603,https://ct.wuhu.gov.cn/xwzx/zsdw/8538441.html,市文化馆：共谱“云上学艺”新篇章,,,
604,https://ct.wuhu.gov.cn/xwzx/zsdw/8538597.html,市文化市场综合执法支队：获评芜湖市知识产权行政保护和司法保护工作突出集体,,,
605,https://ct.wuhu.gov.cn/xwzx/zsdw/8537563.html,市文化市场综合执法支队：芜湖市开展“问题日历台历”专项检查,,,
606,https://ct.wuhu.gov.cn/xwzx/zsdw/8536714.html,市文化市场综合执法支队：参观红色教育基地，淬炼党性践行初心,,,
607,https://ct.wuhu.gov.cn/xwzx/zsdw/8536717.html,市文化市场综合执法支队：2023年全市文化市场综合执法培训班成功举办,,,
608,https://ct.wuhu.gov.cn/xwzx/xqzx/8539892.html,三山经济开发区：举办文化旅游体育系统“预防为主，安全至上”主题消防安全知识培训,,,
609,https://ct.wuhu.gov.cn/xwzx/xqzx/8539891.html,三山经济开发区：举办文化辅导员培训,,,
610,https://ct.wuhu.gov.cn/xwzx/xqzx/8539649.html,湾沚区：定制培训全面提升民宿品质,,,
611,https://ct.wuhu.gov.cn/xwzx/xqzx/8538159.html,湾沚区:    入选首批全国文化产业赋能乡村振兴试点名单,,,
612,https://ct.wuhu.gov.cn/xwzx/xqzx/8537133.html,弋江区：结对帮扶 文化同行,,,
613,https://ct.wuhu.gov.cn/xwzx/xqzx/8530528.html,繁昌区：举办首届大学生青年文化节,,,
614,https://ct.wuhu.gov.cn/xwzx/xqzx/8529796.html,无为市：首个乡镇阅读点正式对外运营,,,
615,https://ct.wuhu.gov.cn/mtjj/8540045.html,习近平在北京河北考察灾后恢复重建工作时强调 再接再厉抓好灾后恢复重建 确保广大人民群众安居乐业温暖过冬,,,
616,https://ct.wuhu.gov.cn/mtjj/8539418.html,事关知识产权，发布会权威消息,,,
626,https://ct.wuhu.gov.cn/xwzx/tzgg/8539600.html,关于同意芜湖中艺科教印务有限公司申办《印刷经营许可证》批复的公告,,,
627,https://ct.wuhu.gov.cn/xwzx/tzgg/8539281.html,关于芜湖市2023年“送戏进万村”最佳组织单位、最佳演出院团推荐名单的公示,,,
628,https://ct.wuhu.gov.cn/xwzx/tzgg/8538647.html,旅行社业务经营许可证颁发公告（2023年第11号）,,,
629,https://ct.wuhu.gov.cn/xwzx/tzgg/8538222.html,关于2023年度芜湖市乡村旅游“后备箱工程基地”名单公示,,,
630,https://ct.wuhu.gov.cn/xwzx/tzgg/8537970.html,2023年度芜湖市乡村旅游“微创意 微改造”改造提升点名单公示,,,
631,https://ct.wuhu.gov.cn/xwzx/tzgg/8537961.html,2023年度芜湖市精品民宿名单公示,,,
632,https://ct.wuhu.gov.cn/openness/public/6596641/38762355.html,芜湖市文化和旅游局关于做好2023年度艺术、图书、文博、群文系列中、初级职称评审工作的通知,,,
633,https://ct.wuhu.gov.cn/openness/public/6596641/38700510.html,关于举办第十五届芜湖市社区文艺展演的通知,,,
634,https://ct.wuhu.gov.cn/openness/public/6596641/38700279.html,关于印发《芜湖市广播电视设施保护专项行动工作方案》的通知,,,
635,https://ct.wuhu.gov.cn/openness/public/6596641/38118551.html,关于印发《芜湖市文物安全直接责任清单（2023）版》的通知,,,
636,https://ct.wuhu.gov.cn/openness/public/6596641/37967791.html,关于印发芜湖市2023年全国知识产权宣传周版权宣传活动方案的通知,,,
637,https://ct.wuhu.gov.cn/openness/public/6596641/37968301.html,关于分解下达2023年度“15分钟阅读圈”建设目标任务的通知,,,
638,https://ct.wuhu.gov.cn/openness/public/6596641/38700429.html,关于第七批省级非物质文化遗产代表性传承人推荐结果的公示,,,
639,https://ct.wuhu.gov.cn/openness/public/6596641/38699315.html,关于2023年度芜湖市戏剧创作孵化计划入选项目的公示,,,
640,https://ct.wuhu.gov.cn/openness/public/6596641/38699312.html,关于2022年国有文艺院团社会效益评价考核情况的公示,,,
641,https://ct.wuhu.gov.cn/openness/public/6596641/38225771.html,关于2023年一季度政策文件类意见征集情况的说明,,,
